model,sharpe,variance
./experiments/cc683f85/model_best_sharpe.pth,0.6406899396206636,0.0004107214258726409
./experiments/8d20260d/model_best_sharpe.pth,0.5771186907795278,0.0005550715414846661
./experiments/851953a5/model_best_sharpe.pth,0.5771186907795278,0.0005550715414846661
./experiments/681b6f22/model_last.pth,0.5771186907795278,0.0005550715414846661
./experiments/f40957a7/model_last.pth,0.5771186907795278,0.0005550715414846661
./experiments/f40957a7/model_best_sharpe.pth,0.5771186907795278,0.0005550715414846661
./experiments/be94473f/model_last.pth,0.5771186907795278,0.0005550715414846661
./experiments/be94473f/model_best_sharpe.pth,0.5771186907795278,0.0005550715414846661
./experiments/57a5ff76/model_best_sharpe.pth,0.5771186907795278,0.0005550715414846661
./experiments/57a5ff76/model_last.pth,0.5771186907795278,0.0005550715414846661
./experiments/bbe149bd/model_best_sharpe.pth,0.5771186907795278,0.0005550715414846661
./experiments/b6afbd04/model_best_sharpe.pth,0.5771186907795278,0.0005550715414846661
./experiments/bbe149bd/model_last.pth,0.5771186907795278,0.0005550715414846661
./experiments/f89f919a/model_best_sharpe.pth,0.5771186907795278,0.0005550715414846661
./experiments/1a880ec7/model_last.pth,0.5771186907795278,0.0005550715414846661
./experiments/1a880ec7/model_best_sharpe.pth,0.5771186907795278,0.0005550715414846661
./experiments/05c3f4a2/model_best_sharpe.pth,0.5771186907795278,0.0005550715414846661
./experiments/05c3f4a2/model_last.pth,0.5771186907795278,0.0005550715414846661
./experiments/566a59d3/model_last.pth,0.5771186907795278,0.0005550715414846661
./experiments/566a59d3/model_best_sharpe.pth,0.5771186907795278,0.0005550715414846661
./experiments/c0dd6790/model_last.pth,0.5771186907795278,0.0005550715414846661
./experiments/c0dd6790/model_best_sharpe.pth,0.5771186907795278,0.0005550715414846661
./experiments/681b6f22/model_best_sharpe.pth,0.5771186907795278,0.0005550715414846661
./experiments/f89f919a/model_last.pth,0.5771186907795278,0.0005550715414846661
./experiments/523a371a/model_best_sharpe.pth,0.5771186907795278,0.0005550715414846661
./experiments/207facef/model_last.pth,0.5771186907795278,0.0005550715414846661
./experiments/0980d60b/model_last.pth,0.5771186907795278,0.0005550715414846661
./experiments/f0dcdfbb/model_last.pth,0.5771186907795278,0.0005550715414846661
./experiments/f0dcdfbb/model_best_sharpe.pth,0.5771186907795278,0.0005550715414846661
./experiments/ac81fd51/model_last.pth,0.5771186907795278,0.0005550715414846661
./experiments/ac81fd51/model_best_sharpe.pth,0.5771186907795278,0.0005550715414846661
./experiments/e5e18652/model_best_sharpe.pth,0.5771186907795278,0.0005550715414846661
./experiments/e5e18652/model_last.pth,0.5771186907795278,0.0005550715414846661
./experiments/8d20260d/model_last.pth,0.5771186907795278,0.0005550715414846661
./experiments/e5ddfb23/model_best_sharpe.pth,0.5771186907795278,0.0005550715414846661
./experiments/0980d60b/model_best_sharpe.pth,0.5771186907795278,0.0005550715414846661
./experiments/09eef0fe/model_last.pth,0.5771186907795278,0.0005550715414846661
./experiments/09eef0fe/model_best_sharpe.pth,0.5771186907795278,0.0005550715414846661
./experiments/c6844051/model_last.pth,0.5771186907795278,0.0005550715414846661
./experiments/c6844051/model_best_sharpe.pth,0.5771186907795278,0.0005550715414846661
./experiments/398c6599/model_last.pth,0.5771186907795278,0.0005550715414846661
./experiments/398c6599/model_best_sharpe.pth,0.5771186907795278,0.0005550715414846661
./experiments/2850f63e/model_best_sharpe.pth,0.5771186907795278,0.0005550715414846661
./experiments/2850f63e/model_last.pth,0.5771186907795278,0.0005550715414846661
./experiments/207facef/model_best_sharpe.pth,0.5771186907795278,0.0005550715414846661
./experiments/523a371a/model_last.pth,0.5771186907795278,0.0005550715414846661
./experiments/851953a5/model_last.pth,0.5771186907795278,0.0005550715414846661
./experiments/b038354d/model_last.pth,0.5771186907795278,0.0005550715414846661
./experiments/fff94e2d/model_best_sharpe.pth,0.5771186907795278,0.0005550715414846661
./experiments/abb848ee/model_best_sharpe.pth,0.5771186907795278,0.0005550715414846661
./experiments/62c6fde7/model_last.pth,0.5771186907795278,0.0005550715414846661
./experiments/d603bd0a/model_best_sharpe.pth,0.5771186907795278,0.0005550715414846661
./experiments/d603bd0a/model_last.pth,0.5771186907795278,0.0005550715414846661
./experiments/59d705a0/model_last.pth,0.5771186907795278,0.0005550715414846661
./experiments/59d705a0/model_best_sharpe.pth,0.5771186907795278,0.0005550715414846661
./experiments/964ccf97/model_last.pth,0.5771186907795278,0.0005550715414846661
./experiments/abb848ee/model_last.pth,0.5771186907795278,0.0005550715414846661
./experiments/8a4b9313/model_best_sharpe.pth,0.5771186907795278,0.0005550715414846661
./experiments/edbf8ca3/model_last.pth,0.5771186907795278,0.0005550715414846661
./experiments/964ccf97/model_best_sharpe.pth,0.5771186907795278,0.0005550715414846661
./experiments/8a4b9313/model_last.pth,0.5771186907795278,0.0005550715414846661
./experiments/da6ba00d/model_last.pth,0.5771186907795278,0.0005550715414846661
./experiments/da6ba00d/model_best_sharpe.pth,0.5771186907795278,0.0005550715414846661
./experiments/fff94e2d/model_last.pth,0.5771186907795278,0.0005550715414846661
./experiments/b038354d/model_best_sharpe.pth,0.5771186907795278,0.0005550715414846661
./experiments/62c6fde7/model_best_sharpe.pth,0.5771186907795278,0.0005550715414846661
./experiments/edbf8ca3/model_best_sharpe.pth,0.5771186907795278,0.0005550715414846661
./experiments/69314c2c/model_best_sharpe.pth,0.4994225735239276,0.0002984709207532477
./experiments/5ecb8dd9/model_best_sharpe.pth,0.4994225735239276,0.0002984709207532477
./experiments/cc683f85/model_last.pth,0.4994225735239276,0.0002984709207532477
./experiments/69314c2c/model_last.pth,0.4994225735239276,0.0002984709207532477
./experiments/edca1221/model_best_sharpe.pth,0.4994225735239276,0.0002984709207532477
./experiments/631fb517/model_last.pth,0.4994225735239276,0.0002984709207532477
./experiments/631fb517/model_best_sharpe.pth,0.4994225735239276,0.0002984709207532477
./experiments/5ecb8dd9/model_last.pth,0.4994225735239276,0.0002984709207532477
./experiments/0a8390a1/model_last.pth,0.4994225735239276,0.0002984709207532477
./experiments/0a8390a1/model_best_sharpe.pth,0.4994225735239276,0.0002984709207532477
./experiments/edca1221/model_last.pth,0.4994225735239276,0.0002984709207532477
./experiments/e9b5d078/model_last.pth,0.43335854645493316,0.0004527061339277541
./experiments/e9b5d078/model_best_sharpe.pth,0.43335854645493316,0.0004527061339277541
./experiments/7a6f3622/model_best_sharpe.pth,0.43335854645493316,0.0004527061339277541
./experiments/1861bd13/model_best_sharpe.pth,0.43335854645493316,0.0004527061339277541
./experiments/b592bfde/model_best_sharpe.pth,0.43335854645493316,0.0004527061339277541
./experiments/1861bd13/model_last.pth,0.43335854645493316,0.0004527061339277541
./experiments/3d368983/model_best_sharpe.pth,0.43335854645493316,0.0004527061339277541
